scheme_code,scheme_name,date,nav,fund_house,scheme_category
120841,quant Mid Cap Fund - Growth Option - Direct Plan,02-06-2026,246.8566,quant Mutual Fund,Equity Scheme - Mid Cap Fund
120841,quant Mid Cap Fund - Growth Option - Direct Plan,01-06-2026,246.9814,quant Mutual Fund,Equity Scheme - Mid Cap Fund
120841,quant Mid Cap Fund - Growth Option - Direct Plan,29-05-2026,248.6673,quant Mutual Fund,Equity Scheme - Mid Cap Fund
120841,quant Mid Cap Fund - Growth Option - Direct Plan,27-05-2026,251.2273,quant Mutual Fund,Equity Scheme - Mid Cap Fund
120841,quant Mid Cap Fund - Growth Option - Direct Plan,26-05-2026,251.2702,quant Mutual Fund,Equity Scheme - Mid Cap Fund
120841,quant Mid Cap Fund - Growth Option - Direct Plan,25-05-2026,249.2266,quant Mutual Fund,Equity Scheme - Mid Cap Fund
120841,quant Mid Cap Fund - Growth Option - Direct Plan,22-05-2026,247.8039,quant Mutual Fund,Equity Scheme - Mid Cap Fund
120841,quant Mid Cap Fund - Growth Option - Direct Plan,21-05-2026,248.8853,quant Mutual Fund,Equity Scheme - Mid Cap Fund
120841,quant Mid Cap Fund - Growth Option - Direct Plan,20-05-2026,244.7199,quant Mutual Fund,Equity Scheme - Mid Cap Fund
120841,quant Mid Cap Fund - Growth Option - Direct Plan,19-05-2026,241.6771,quant Mutual Fund,Equity Scheme - Mid Cap Fund
120841,quant Mid Cap Fund - Growth Option - Direct Plan,18-05-2026,241.2615,quant Mutual Fund,Equity Scheme - Mid Cap Fund
120841,quant Mid Cap Fund - Growth Option - Direct Plan,15-05-2026,242.0952,quant Mutual Fund,Equity Scheme - Mid Cap Fund
120841,quant Mid Cap Fund - Growth Option - Direct Plan,14-05-2026,243.5314,quant Mutual Fund,Equity Scheme - Mid Cap Fund
120841,quant Mid Cap Fund - Growth Option - Direct Plan,13-05-2026,240.0746,quant Mutual Fund,Equity Scheme - Mid Cap Fund
120841,quant Mid Cap Fund - Growth Option - Direct Plan,12-05-2026,238.1528,quant Mutual Fund,Equity Scheme - Mid Cap Fund
