scheme_code,scheme_name,date,nav,fund_house,scheme_category
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,02-06-2026,104.7663,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,01-06-2026,104.7025,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,29-05-2026,104.657,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,27-05-2026,104.5833,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,26-05-2026,104.5269,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,25-05-2026,104.5215,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,22-05-2026,104.3467,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,21-05-2026,104.285,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,20-05-2026,104.3826,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,19-05-2026,104.4216,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,18-05-2026,104.3791,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,15-05-2026,104.5968,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,14-05-2026,104.7318,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,13-05-2026,104.7371,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,12-05-2026,104.7585,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,11-05-2026,104.8053,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,08-05-2026,104.8696,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,07-05-2026,104.8762,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,06-05-2026,104.8043,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,05-05-2026,104.6166,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,04-05-2026,104.6544,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,30-04-2026,104.5706,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,29-04-2026,104.6594,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,28-04-2026,104.7428,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,27-04-2026,104.7771,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,24-04-2026,104.7091,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,23-04-2026,104.7652,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,22-04-2026,104.8473,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,21-04-2026,104.847,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,20-04-2026,104.8369,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,17-04-2026,104.7821,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,16-04-2026,104.7959,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,15-04-2026,104.7901,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,13-04-2026,104.6113,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,10-04-2026,104.5956,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,09-04-2026,104.515,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,08-04-2026,104.3919,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,07-04-2026,103.9918,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,06-04-2026,103.9142,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,02-04-2026,103.8813,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,31-03-2026,104.0116,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,30-03-2026,103.9921,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,27-03-2026,103.9102,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,25-03-2026,103.9713,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
